2.264300e-05,1.222500e-05,2.033100e-05,8.300000e-08,16,1,1
2.347500e-05,1.242400e-05,2.788700e-05,1.840000e-07,64,1,1
2.492500e-05,1.240300e-05,3.590900e-05,3.050000e-07,128,1,1
6.260950e-04,1.280900e-05,3.227980e-04,1.166000e-06,512,1,1
2.460400e-05,1.358000e-05,1.595330e-04,2.318000e-06,1024,1,1
3.061400e-05,1.645600e-05,3.344270e-04,5.503000e-06,2048,1,1
3.487000e-05,2.100200e-05,6.589480e-04,1.185200e-05,4096,1,1
9.293200e-05,8.391900e-05,5.087357e-03,1.074150e-04,32768,1,1
5.101450e-04,6.905000e-04,4.582630e-02,8.624390e-04,262144,1,1
1.498741e-03,1.888921e-03,1.710658e-01,3.608417e-03,1048576,1,1
2.861232e-03,3.798485e-03,2.340186e-01,7.119424e-03,2097152,1,1
5.551218e-03,7.025208e-03,4.010347e-01,1.464303e-02,4194304,1,1
1.075017e-02,1.389877e-02,8.026809e-01,2.895571e-02,8388608,1,1
2.137017e-02,2.763254e-02,1.604945e+00,5.624516e-02,16777216,1,1
5.609474e-02,5.331260e-02,3.216361e+00,1.178787e-01,33554432,1,1
2.123200e-05,1.104500e-05,1.480200e-05,8.100000e-08,16,1,4
2.500100e-05,1.175100e-05,1.745600e-05,1.840000e-07,64,1,4
2.042870e-04,1.171200e-05,1.804700e-05,3.410000e-07,128,1,4
2.178500e-05,1.145500e-05,2.799600e-05,1.184000e-06,512,1,4
2.601700e-05,1.149700e-05,3.923600e-05,2.324000e-06,1024,1,4
2.760800e-05,1.506900e-05,5.988600e-05,5.468000e-06,2048,1,4
2.841100e-05,1.966800e-05,1.057150e-04,1.217300e-05,4096,1,4
8.940600e-05,8.120300e-05,1.247598e-03,1.045520e-04,32768,1,4
5.087610e-04,6.115130e-04,1.078320e-02,9.758180e-04,262144,1,4
1.516734e-03,1.964829e-03,4.744858e-02,3.661138e-03,1048576,1,4
2.934675e-03,3.567383e-03,1.057391e-01,7.316043e-03,2097152,1,4
5.551569e-03,6.670869e-03,1.355349e-01,1.419797e-02,4194304,1,4
1.085486e-02,1.309748e-02,2.132050e-01,2.792726e-02,8388608,1,4
